50 0 50
50 0 50
50 1 50
50 1 50
50 2 50
50 2 50
50 3 50
50 3 50
50 4 49
50 4 49
50 5 49
50 5 49
50 6 49
50 6 48
50 7 48
49 7 48
49 8 47
49 8 47
49 9 47
49 9 46
49 10 46
49 10 46
49 11 45
49 11 45
49 12 44
48 12 44
48 13 43
48 13 43
48 14 42
48 14 42
48 15 41
48 15 41
47 16 40
47 16 39
47 17 39
47 17 38
47 18 38
47 18 37
46 19 36
46 19 36
46 19 35
46 20 34
46 20 33
45 21 33
45 21 32
45 22 31
45 22 30
45 23 29
44 23 29
44 24 28
44 24 27
44 24 26
43 25 25
43 25 24
43 26 24
43 26 23
42 27 22
42 27 21
42 27 20
42 28 19
41 28 18
41 29 17
41 29 16
40 29 15
40 30 14
40 30 13
39 31 12
39 31 11
39 31 10
39 32 9
38 32 8
38 33 8
38 33 7
37 33 6
37 34 5
37 34 4
36 34 3
36 35 2
36 35 1
35 36 0
35 36 -1
34 36 -2
34 37 -3
34 37 -4
33 37 -5
33 38 -6
33 38 -7
32 38 -8
32 39 -9
31 39 -10
31 39 -11
31 39 -12
30 40 -13
30 40 -14
29 40 -15
29 41 -16
29 41 -17
28 41 -18
28 42 -19
27 42 -20
27 42 -21
27 42 -22
26 43 -23
26 43 -23
25 43 -24
25 43 -25
24 44 -26
24 44 -27
24 44 -28
23 44 -29
23 45 -29
22 45 -30
22 45 -31
21 45 -32
21 45 -33
20 46 -33
20 46 -34
20 46 -35
19 46 -35
19 46 -36
18 47 -37
18 47 -38
17 47 -38
17 47 -39
16 47 -39
16 47 -40
15 48 -41
15 48 -41
14 48 -42
14 48 -42
13 48 -43
13 48 -43
12 48 -44
12 49 -44
11 49 -45
11 49 -45
10 49 -46
10 49 -46
9 49 -46
9 49 -47
8 49 -47
8 49 -47
8 49 -48
7 50 -48
7 50 -48
6 50 -49
6 50 -49
5 50 -49
5 50 -49
4 50 -49
4 50 -49
3 50 -50
3 50 -50
2 50 -50
2 50 -50
1 50 -50
1 50 -50
0 50 -50
0 50 -50
-1 50 -50
-1 50 -50
-2 50 -50
-2 50 -50
-3 50 -50
-3 50 -50
-4 50 -49
-4 50 -49
-5 50 -49
-5 50 -49
-6 50 -49
-6 50 -48
-7 50 -48
-7 49 -48
-8 49 -47
-8 49 -47
-9 49 -47
-9 49 -46
-10 49 -46
-10 49 -46
-11 49 -45
-11 49 -45
-12 49 -44
-12 48 -44
-13 48 -43
-13 48 -43
-14 48 -42
-14 48 -42
-15 48 -41
-15 48 -41
-16 47 -40
-16 47 -40
-17 47 -39
-17 47 -38
-18 47 -38
-18 47 -37
-19 46 -36
-19 46 -36
-19 46 -35
-20 46 -34
-20 46 -33
-21 45 -33
-21 45 -32
-22 45 -31
-22 45 -30
-23 45 -30
-23 44 -29
-23 44 -28
-24 44 -27
-24 44 -26
-25 43 -25
-25 43 -25
-26 43 -24
-26 43 -23
-27 42 -22
-27 42 -21
-27 42 -20
-28 42 -19
-28 41 -18
-29 41 -17
-29 41 -16
-29 40 -15
-30 40 -14
-30 40 -13
-31 40 -12
-31 39 -12
-31 39 -11
-32 39 -10
-32 38 -9
-33 38 -8
-33 38 -7
-33 37 -6
-34 37 -5
-34 37 -4
-34 36 -3
-35 36 -2
-35 36 -1
-35 35 0
-36 35 1
-36 35 2
-37 34 3
-37 34 4
-37 33 5
-38 33 6
-38 33 7
-38 32 8
-39 32 9
-39 32 10
-39 31 11
-39 31 12
-40 30 13
-40 30 14
-40 30 15
-41 29 16
-41 29 17
-41 28 18
-42 28 19
-42 27 20
-42 27 21
-42 27 22
-43 26 23
-43 26 23
-43 25 24
-43 25 25
-44 24 26
-44 24 27
-44 24 28
-44 23 29
-45 23 29
-45 22 30
-45 22 31
-45 21 32
-45 21 33
-46 20 33
-46 20 34
