22 -13 -25
22 -13 -26
22 -13 -27
22 -13 -28
22 -12 -28
22 -12 -29
22 -12 -30
22 -12 -31
21 -11 -31
21 -11 -32
21 -11 -33
21 -11 -34
21 -10 -34
21 -10 -35
21 -10 -36
21 -10 -37
21 -9 -37
21 -9 -38
20 -9 -38
20 -9 -39
20 -8 -39
20 -8 -40
20 -7 -40
20 -7 -41
20 -7 -42
20 -6 -42
20 -6 -43
19 -6 -43
19 -5 -43
19 -5 -44
19 -4 -44
19 -4 -45
19 -3 -45
18 -3 -45
18 -2 -45
18 -1 -45
18 0 -45
18 1 -45
17 1 -45
17 2 -45
17 3 -45
17 3 -44
17 4 -44
16 4 -44
16 4 -43
16 5 -43
16 5 -42
16 6 -42
16 6 -41
16 6 -40
15 6 -40
15 7 -40
15 7 -39
15 8 -38
15 8 -37
15 8 -36
15 9 -36
14 9 -36
14 9 -35
14 9 -34
14 10 -34
14 10 -33
14 10 -32
14 10 -31
14 11 -31
14 11 -30
13 11 -30
13 11 -29
13 11 -28
13 11 -27
13 12 -27
13 12 -26
13 12 -25
13 12 -24
13 12 -23
13 13 -23
12 13 -23
12 13 -22
12 13 -21
12 13 -20
12 13 -19
12 13 -18
12 13 -17
12 14 -16
12 14 -15
11 14 -15
11 14 -14
11 14 -13
11 14 -12
11 14 -11
11 14 -10
11 14 -9
11 14 -8
10 14 -7
10 14 -6
10 14 -5
10 14 -4
10 14 -3
10 14 -2
10 14 -1
10 14 0
10 14 1
9 14 1
9 14 2
9 14 3
9 14 4
9 14 5
9 14 6
9 14 7
9 14 8
8 14 9
8 14 10
8 14 11
8 14 12
8 14 13
8 14 14
8 14 15
8 14 16
8 13 16
7 13 16
7 13 17
7 13 18
7 13 19
7 13 20
7 13 21
7 13 22
7 12 22
7 12 23
6 12 23
6 12 24
6 12 25
6 12 26
6 12 27
6 11 27
6 11 28
6 11 29
5 11 29
5 11 30
5 10 30
5 10 31
5 10 32
5 10 33
5 9 33
5 9 34
4 9 34
4 9 35
4 9 36
4 8 36
4 8 37
4 8 38
4 7 38
4 7 39
3 7 39
3 6 39
3 6 40
3 6 41
3 5 41
3 5 42
2 5 42
2 4 42
2 4 43
2 3 43
2 3 44
2 2 44
1 2 44
1 1 44
1 0 44
0 0 44
0 -1 44
0 -2 44
0 -3 44
-1 -3 44
-1 -4 44
-1 -4 43
-1 -5 43
-1 -5 42
-2 -5 42
-2 -6 42
-2 -6 41
-2 -7 41
-2 -7 40
-2 -7 39
-3 -8 39
-3 -8 38
-3 -9 37
-3 -9 36
-3 -9 35
-3 -10 35
-4 -10 35
-4 -10 34
-4 -10 33
-4 -11 33
-4 -11 32
-4 -11 31
-4 -11 30
-5 -11 30
-5 -12 30
-5 -12 29
-5 -12 28
-5 -12 27
-5 -12 26
-5 -13 26
-5 -13 25
-5 -13 24
-6 -13 24
-6 -13 23
-6 -13 22
-6 -14 22
-6 -14 21
-6 -14 20
-6 -14 19
-6 -14 18
-7 -14 17
-7 -14 16
-7 -14 15
-7 -15 15
-7 -15 14
-7 -15 13
-7 -15 12
-7 -15 11
-7 -15 10
-8 -15 10
-8 -15 9
-8 -15 8
-8 -15 7
-8 -15 6
-8 -15 5
-8 -15 4
-8 -15 3
-9 -15 2
-9 -15 1
-9 -15 0
-9 -15 -1
-9 -15 -2
-9 -15 -3
-9 -15 -4
-9 -15 -5
-10 -15 -6
-10 -15 -7
-10 -15 -8
-10 -15 -9
-10 -15 -10
-10 -15 -11
-10 -15 -12
-10 -15 -13
-11 -15 -13
-11 -15 -14
-11 -15 -15
-11 -15 -16
-11 -15 -17
-11 -14 -17
-11 -14 -18
-11 -14 -19
-11 -14 -20
-12 -14 -21
-12 -14 -22
-12 -14 -23
-12 -13 -23
-12 -13 -24
-12 -13 -25
-12 -13 -26
-12 -13 -27
-13 -13 -27
-13 -13 -28
-13 -12 -28
-13 -12 -29
-13 -12 -30
-13 -12 -31
-13 -11 -31
-13 -11 -32
-13 -11 -33
-14 -11 -34
-14 -10 -34
-14 -10 -35
-14 -10 -36
-14 -10 -37
-14 -9 -37
-14 -9 -38
-14 -9 -39
-15 -9 -39
-15 -8 -39
-15 -8 -40
-15 -7 -40
-15 -7 -41
-15 -7 -42
-15 -6 -42
-16 -6 -43
-16 -5 -43
-16 -5 -44
-16 -4 -44
-16 -4 -45
-16 -3 -45
-17 -3 -45
-17 -2 -45
-17 -1 -45
-17 0 -45
-18 0 -45
-18 1 -45
-18 2 -45
-18 3 -45
-18 3 -44
-19 3 -44
-19 4 -44
-19 4 -43
-19 5 -43
-19 5 -42
-19 6 -42
-19 6 -41
-20 6 -41
-20 6 -40
-20 7 -40
-20 7 -39
-20 7 -38
-20 8 -38
-20 8 -37
-20 8 -36
-20 9 -36
-21 9 -36
-21 9 -35
-21 9 -34
-21 10 -34
-21 10 -33
-21 10 -32
-21 10 -31
-21 11 -31
-21 11 -30
-21 11 -29
-22 11 -29
-22 11 -28
-22 11 -27
-22 12 -27
-22 12 -26
-22 12 -25
-22 12 -24
-22 12 -23
-22 13 -23
-22 13 -22
