-20 22 -15
-21 22 -15
-21 21 -15
-22 21 -15
-22 20 -15
-23 20 -15
-23 19 -15
-24 19 -15
-24 18 -15
-25 17 -15
-25 16 -15
-25 16 -14
-26 16 -14
-26 15 -14
-26 14 -13
-27 14 -13
-27 13 -13
-27 13 -12
-28 13 -12
-28 12 -12
-28 11 -11
-28 10 -11
-29 10 -11
-29 10 -10
-29 9 -10
-29 9 -9
-29 8 -9
-29 8 -8
-29 7 -8
-30 7 -8
-30 7 -7
-30 6 -7
-30 6 -6
-30 5 -6
-30 5 -5
-30 4 -5
-30 4 -4
-30 3 -4
-30 3 -3
-30 2 -3
-30 1 -2
-30 0 -1
-30 -1 0
-30 -2 1
-30 -3 2
-30 -4 2
-30 -4 3
-30 -5 3
-30 -5 4
-30 -6 4
-30 -6 5
-30 -7 5
-30 -7 6
-30 -8 6
-30 -8 7
-29 -8 7
-29 -9 7
-29 -9 8
-29 -10 8
-29 -10 9
-29 -11 9
-29 -11 10
-28 -11 10
-28 -12 10
-28 -13 10
-28 -13 11
-28 -14 11
-27 -14 11
-27 -14 12
-27 -15 12
-26 -15 12
-26 -16 13
-26 -17 13
-25 -17 13
-25 -18 14
-24 -19 14
-24 -20 14
-23 -20 14
-23 -21 14
-22 -21 14
-22 -22 14
-21 -22 14
-21 -23 14
-20 -23 14
-20 -24 14
-19 -24 14
-18 -25 14
-17 -25 14
-17 -25 13
-17 -26 13
-16 -26 13
-16 -26 12
-15 -26 12
-15 -27 12
-14 -27 12
-14 -27 11
-14 -28 11
-13 -28 11
-12 -28 10
-11 -28 10
-11 -29 10
-11 -29 9
-10 -29 9
-10 -29 8
-9 -29 8
-9 -29 7
-8 -29 7
-8 -30 7
-8 -30 6
-7 -30 6
-7 -30 5
-6 -30 5
-6 -30 4
-5 -30 4
-5 -30 3
-4 -30 3
-4 -30 2
-3 -30 2
-2 -30 1
-1 -30 0
0 -30 -1
1 -30 -2
2 -30 -2
2 -30 -3
3 -30 -4
4 -30 -4
4 -30 -5
5 -30 -5
5 -30 -6
6 -30 -6
6 -30 -7
7 -30 -7
7 -30 -8
7 -29 -8
8 -29 -8
8 -29 -9
9 -29 -9
9 -29 -10
10 -29 -10
10 -29 -11
10 -28 -11
11 -28 -11
12 -28 -12
13 -28 -12
13 -27 -12
13 -27 -13
14 -27 -13
14 -26 -13
15 -26 -13
15 -26 -14
16 -26 -14
16 -25 -14
16 -25 -15
17 -25 -15
18 -24 -15
19 -24 -15
19 -23 -15
20 -23 -15
20 -22 -15
21 -22 -15
21 -21 -15
22 -21 -15
22 -20 -15
23 -20 -15
23 -19 -15
24 -18 -15
24 -17 -15
24 -17 -14
25 -17 -14
25 -16 -14
25 -16 -13
25 -15 -13
26 -15 -13
26 -14 -13
26 -14 -12
27 -14 -12
27 -13 -12
27 -12 -11
27 -11 -11
28 -11 -11
28 -11 -10
28 -10 -10
28 -10 -9
28 -9 -9
28 -9 -8
28 -8 -8
29 -8 -8
29 -8 -7
29 -7 -7
29 -7 -6
29 -6 -6
29 -6 -5
29 -5 -5
29 -5 -4
29 -4 -4
29 -3 -3
29 -2 -2
29 -1 -1
30 -1 -1
29 0 0
29 1 1
29 2 2
29 3 3
29 4 3
29 4 4
29 5 4
29 5 5
29 6 5
29 6 6
29 7 6
29 7 7
28 7 7
28 8 7
28 8 8
28 9 8
28 9 9
28 10 9
28 10 10
27 10 10
27 11 10
27 12 11
27 13 11
26 13 11
26 13 12
26 14 12
25 14 12
25 15 12
25 15 13
25 16 13
24 16 13
24 16 14
24 17 14
23 18 14
23 19 14
22 19 14
22 20 14
21 20 14
21 21 14
20 21 14
20 22 14
19 22 14
19 23 14
18 23 14
17 24 14
16 24 14
16 24 13
16 25 13
15 25 13
15 25 12
14 25 12
14 26 12
13 26 12
13 26 11
13 27 11
12 27 11
11 27 10
10 27 10
10 28 10
10 28 9
9 28 9
9 28 8
8 28 8
8 28 7
7 28 7
7 29 7
7 29 6
6 29 6
6 29 5
5 29 5
5 29 4
4 29 4
4 29 3
3 29 3
2 29 2
2 29 1
1 29 1
0 29 0
-1 29 -1
-2 29 -2
-3 29 -3
-4 29 -3
-4 29 -4
-5 29 -4
-5 29 -5
-6 29 -5
-6 29 -6
-7 29 -6
-7 29 -7
-8 29 -7
-8 29 -8
-8 28 -8
-9 28 -8
-9 28 -9
-10 28 -9
-10 28 -10
-11 28 -10
-11 28 -11
-11 27 -11
-12 27 -11
-13 27 -12
-14 27 -12
-14 26 -12
-14 26 -13
-15 26 -13
-15 25 -13
-16 25 -13
-16 25 -14
-17 25 -14
-17 24 -14
-17 24 -15
-18 24 -15
-19 23 -15
-20 23 -15
